PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0039_01,Earth,true,G/1/P,55 Cancri e,30.0,false,0.0,0.0,,0.0,0.0,Jorgie Batthewitt,false
0041_01,Earth,true,G/2/P,TRAPPIST-1e,17.0,false,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,true
0044_01,Earth,true,G/3/P,TRAPPIST-1e,55.0,false,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,false
0044_02,Earth,true,G/3/P,55 Cancri e,4.0,false,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,true
0044_03,Earth,true,G/3/P,PSO J318.5-22,21.0,false,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,true
0050_01,Earth,false,E/1/S,55 Cancri e,35.0,false,790.0,0.0,0.0,,0.0,Sony Lancis,false
0051_01,Earth,false,E/2/S,TRAPPIST-1e,56.0,false,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,false
0052_01,Earth,false,G/6/S,TRAPPIST-1e,,false,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,false
0053_01,Earth,false,F/11/S,TRAPPIST-1e,25.0,false,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,true
0058_01,Earth,true,G/7/S,PSO J318.5-22,36.0,false,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,false
0061_01,Earth,false,F/12/S,TRAPPIST-1e,22.0,false,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,false
0062_01,Earth,false,F/13/S,TRAPPIST-1e,62.0,false,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,false
0066_01,Earth,false,G/6/P,TRAPPIST-1e,62.0,false,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,false
0067_01,Earth,true,G/10/S,PSO J318.5-22,0.0,false,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,true
0067_02,Earth,false,G/10/S,TRAPPIST-1e,18.0,false,1.0,258.0,446.0,0.0,0.0,Celine Leeves,true
0067_03,Earth,false,F/15/S,55 Cancri e,21.0,false,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,false
0069_01,Earth,false,F/16/S,TRAPPIST-1e,42.0,false,887.0,0.0,9.0,6.0,0.0,,true
0070_01,Earth,false,F/13/P,TRAPPIST-1e,19.0,false,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,false
0071_01,Earth,false,F/14/P,TRAPPIST-1e,17.0,false,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,false
0072_01,Earth,false,F/17/S,TRAPPIST-1e,14.0,false,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,false
0081_01,Earth,true,G/13/S,TRAPPIST-1e,13.0,false,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,false
0084_01,Earth,false,G/14/S,TRAPPIST-1e,24.0,false,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,true
0086_01,Earth,false,F/17/P,TRAPPIST-1e,43.0,false,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,false
0090_01,Earth,true,G/15/S,TRAPPIST-1e,35.0,false,0.0,0.0,0.0,0.0,0.0,Heremy Santry,true
0091_01,Earth,true,G/16/S,TRAPPIST-1e,26.0,false,,0.0,0.0,0.0,0.0,Deanne Yorkland,true
0091_02,Earth,false,F/20/S,TRAPPIST-1e,27.0,false,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,false
0092_01,Earth,false,G/9/P,TRAPPIST-1e,19.0,false,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,false
0092_02,Earth,true,G/9/P,TRAPPIST-1e,0.0,false,0.0,0.0,,0.0,0.0,Stald Hewson,true
0092_03,Earth,true,G/9/P,TRAPPIST-1e,3.0,false,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,true
0098_01,Earth,false,G/11/P,TRAPPIST-1e,26.0,false,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,false
0098_02,Earth,false,G/11/P,TRAPPIST-1e,26.0,false,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,true
0099_01,Earth,false,F/19/P,PSO J318.5-22,23.0,false,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,false
0099_02,Earth,,G/12/P,TRAPPIST-1e,2.0,false,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,true
0102_01,Earth,false,F/23/S,TRAPPIST-1e,18.0,false,0.0,0.0,0.0,830.0,91.0,Ritany Holson,false
0103_01,Earth,false,F/24/S,TRAPPIST-1e,24.0,false,0.0,,0.0,0.0,17.0,Arlen Mclainez,true
0103_02,Earth,true,G/18/S,55 Cancri e,9.0,false,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,true
0103_03,Earth,true,G/18/S,TRAPPIST-1e,6.0,false,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,false
0105_01,Earth,,F/21/P,TRAPPIST-1e,27.0,false,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,false
0108_01,Earth,true,G/19/S,TRAPPIST-1e,23.0,false,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,false
0108_02,Earth,false,G/19/S,TRAPPIST-1e,31.0,false,562.0,0.0,326.0,0.0,0.0,,false
0108_03,Earth,false,G/19/S,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,true
0113_01,Earth,false,F/23/P,TRAPPIST-1e,64.0,false,0.0,0.0,804.0,0.0,0.0,Idary Carvis,true
0114_01,Earth,false,G/20/S,TRAPPIST-1e,27.0,false,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,false
0122_01,Earth,false,G/21/S,TRAPPIST-1e,29.0,false,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,false
0123_01,Earth,false,F/27/P,TRAPPIST-1e,18.0,false,55.0,597.0,49.0,0.0,1.0,Iree Fielson,false
0129_01,Earth,true,G/22/S,PSO J318.5-22,22.0,false,0.0,0.0,,0.0,0.0,Race Fowles,true
0134_01,Earth,false,G/17/P,TRAPPIST-1e,19.0,false,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,true
0136_01,Earth,false,G/23/S,PSO J318.5-22,47.0,false,97.0,418.0,126.0,25.0,55.0,,false
0138_01,Earth,true,G/18/P,TRAPPIST-1e,13.0,false,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,true
0138_02,Earth,false,E/5/P,,34.0,false,0.0,22.0,0.0,564.0,207.0,Monah Gambs,false
0140_01,Earth,true,G/19/P,TRAPPIST-1e,24.0,false,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,true
0140_02,Earth,false,F/29/P,TRAPPIST-1e,26.0,false,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,false
0144_01,Earth,false,F/31/S,TRAPPIST-1e,20.0,false,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,true
0146_01,Earth,false,G/25/S,TRAPPIST-1e,56.0,false,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,false
0147_01,Earth,true,G/26/S,TRAPPIST-1e,50.0,false,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,true
0149_01,Earth,true,G/27/S,55 Cancri e,,false,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,true
0151_01,Earth,true,G/20/P,55 Cancri e,38.0,false,0.0,0.0,0.0,0.0,0.0,Shanie Simson,false
0152_01,Earth,false,F/32/P,,41.0,false,0.0,0.0,0.0,0.0,607.0,Andan Estron,false
0160_01,Earth,false,G/22/P,TRAPPIST-1e,22.0,false,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,false
0164_01,Earth,false,G/28/S,TRAPPIST-1e,57.0,false,50.0,1688.0,0.0,,135.0,Fany Hutchinton,true
0164_02,Earth,true,G/28/S,PSO J318.5-22,17.0,false,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,false
0169_01,Earth,true,G/23/P,TRAPPIST-1e,31.0,false,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,false
0170_01,Earth,false,E/10/S,TRAPPIST-1e,24.0,false,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,false
0171_01,Earth,true,G/30/S,PSO J318.5-22,19.0,false,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,true
0172_01,Earth,true,G/24/P,TRAPPIST-1e,32.0,false,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,true
0173_01,Earth,,E/11/S,TRAPPIST-1e,58.0,false,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,true
0174_01,Earth,false,F/38/P,55 Cancri e,21.0,false,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,false
0179_01,Earth,false,G/26/P,TRAPPIST-1e,19.0,false,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,true
0179_02,Earth,false,G/26/P,TRAPPIST-1e,0.0,false,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,false
0179_03,Earth,false,G/26/P,TRAPPIST-1e,3.0,false,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,true
0181_01,Earth,false,G/27/P,TRAPPIST-1e,20.0,false,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,false
0183_01,Earth,false,F/36/S,TRAPPIST-1e,37.0,false,17.0,146.0,426.0,0.0,232.0,Stany Weaves,true
0186_01,Earth,false,G/28/P,TRAPPIST-1e,25.0,false,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,false
0188_01,Earth,true,G/31/S,TRAPPIST-1e,56.0,false,0.0,0.0,0.0,0.0,0.0,Branda Romez,true
0189_01,Earth,false,E/8/P,55 Cancri e,49.0,false,84.0,3.0,401.0,202.0,98.0,Helly Booters,false
0190_01,Earth,true,G/32/S,55 Cancri e,11.0,false,0.0,0.0,0.0,0.0,0.0,,false
0192_01,Earth,true,G/29/P,TRAPPIST-1e,1.0,false,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,true
0192_02,Earth,false,G/29/P,TRAPPIST-1e,8.0,false,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,false
0192_03,Earth,false,G/29/P,TRAPPIST-1e,39.0,false,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,false
0198_01,Earth,,G/30/P,PSO J318.5-22,52.0,false,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,true
0199_01,Earth,true,G/33/S,TRAPPIST-1e,18.0,false,0.0,0.0,0.0,0.0,0.0,Regana Morrows,false
0200_01,Earth,true,G/31/P,TRAPPIST-1e,15.0,false,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,true
0205_01,Earth,false,G/34/S,TRAPPIST-1e,29.0,false,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,false
0207_01,Earth,true,G/32/P,PSO J318.5-22,19.0,false,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,false
0212_01,Earth,false,E/9/P,TRAPPIST-1e,13.0,false,192.0,0.0,0.0,51.0,739.0,Inen Workmans,false
0212_02,Earth,false,F/45/P,TRAPPIST-1e,35.0,false,147.0,188.0,0.0,10.0,387.0,Shally Workmans,false
0213_01,Earth,false,F/46/P,TRAPPIST-1e,21.0,false,367.0,281.0,0.0,0.0,146.0,Carita Navages,false
0216_01,Earth,false,F/40/S,55 Cancri e,21.0,false,0.0,56.0,0.0,0.0,1918.0,Searla Garnes,false
0217_01,Earth,false,F/47/P,TRAPPIST-1e,38.0,false,1517.0,0.0,0.0,27.0,0.0,Prilly Shieldson,false
0219_01,Earth,true,G/36/P,TRAPPIST-1e,19.0,false,0.0,0.0,0.0,0.0,0.0,Nica River,true
0220_01,Earth,true,G/37/P,TRAPPIST-1e,2.0,false,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,true
0220_02,Earth,false,G/37/P,TRAPPIST-1e,0.0,false,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,true
0220_03,Earth,true,G/37/P,TRAPPIST-1e,13.0,false,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,false
0220_04,Earth,false,E/10/P,TRAPPIST-1e,25.0,false,122.0,84.0,,0.0,0.0,Dont Wilsoney,false
0220_05,Earth,false,F/48/P,TRAPPIST-1e,16.0,false,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,false
0220_06,Earth,false,G/37/P,55 Cancri e,1.0,false,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,false
0220_07,Earth,true,G/37/P,TRAPPIST-1e,15.0,false,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,true
0223_01,Earth,false,G/35/S,TRAPPIST-1e,21.0,false,0.0,2.0,665.0,0.0,9.0,Evan Sykess,false
0225_01,Earth,true,G/38/P,PSO J318.5-22,58.0,false,0.0,0.0,0.0,0.0,0.0,Carly Hortis,true
0229_01,Earth,false,F/43/S,TRAPPIST-1e,24.0,false,4.0,7.0,0.0,713.0,79.0,Done Sellahaney,false
0232_01,Earth,true,G/36/S,PSO J318.5-22,27.0,false,0.0,,0.0,0.0,0.0,Nica Bakerrison,false
0234_01,Earth,false,F/50/P,TRAPPIST-1e,43.0,false,,888.0,0.0,0.0,0.0,Keitha Josey,false
0243_01,Earth,true,G/37/S,TRAPPIST-1e,21.0,false,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,false
0250_01,Earth,true,G/38/S,PSO J318.5-22,47.0,false,,0.0,0.0,0.0,0.0,Camily Kramosley,false
0252_01,Earth,false,F/53/P,TRAPPIST-1e,30.0,false,335.0,695.0,541.0,0.0,0.0,Leenny Byerry,false
0253_01,Earth,false,G/42/P,TRAPPIST-1e,29.0,false,272.0,615.0,0.0,0.0,1.0,Dawne Cardner,false
0254_01,Earth,false,F/54/P,TRAPPIST-1e,21.0,false,702.0,172.0,408.0,2.0,6.0,Race Stenson,true
0258_01,Earth,false,F/50/S,TRAPPIST-1e,22.0,false,0.0,0.0,313.0,299.0,92.0,Feryla Cooperkins,false
0261_01,Earth,false,F/56/P,TRAPPIST-1e,26.0,false,66.0,29.0,0.0,0.0,803.0,Dord Bookerson,false
0263_01,Earth,true,G/43/P,TRAPPIST-1e,28.0,false,0.0,0.0,0.0,0.0,0.0,Maen Merkins,true
0267_01,Earth,false,F/51/S,TRAPPIST-1e,13.0,false,118.0,0.0,0.0,754.0,1.0,Lilace Sancockett,false
0269_01,Earth,false,F/52/S,55 Cancri e,47.0,false,0.0,231.0,592.0,0.0,0.0,Lerome Polliamposs,true
0270_01,Earth,false,F/59/P,TRAPPIST-1e,63.0,false,0.0,25.0,128.0,0.0,1240.0,Cathya Fryersonis,false
0277_01,Earth,false,F/61/P,55 Cancri e,50.0,false,44.0,2390.0,0.0,53.0,0.0,Byront Mcdanield,true
0278_01,Earth,false,,TRAPPIST-1e,35.0,false,0.0,0.0,0.0,888.0,,Judya Beachez,false
0278_02,Earth,false,G/45/P,TRAPPIST-1e,45.0,false,0.0,97.0,0.0,14.0,333.0,Marice Beachez,false
0281_01,Earth,false,F/63/P,TRAPPIST-1e,19.0,false,0.0,0.0,2078.0,0.0,0.0,Derine Pierry,true
0282_01,Earth,false,F/54/S,TRAPPIST-1e,21.0,false,0.0,918.0,0.0,0.0,0.0,Valex Baketton,true
0283_01,Earth,true,G/46/P,PSO J318.5-22,29.0,false,0.0,0.0,0.0,0.0,0.0,Jacky Santin,true
0283_02,Earth,false,F/64/P,TRAPPIST-1e,22.0,false,146.0,654.0,1.0,0.0,2.0,Roydo Santin,true
0286_01,Earth,false,F/65/P,55 Cancri e,57.0,false,3.0,1281.0,29.0,162.0,13.0,Carita Jimes,false
0288_01,Earth,false,F/55/S,55 Cancri e,19.0,false,0.0,0.0,0.0,0.0,828.0,Gory Delez,false
0297_01,Earth,false,G/47/P,TRAPPIST-1e,24.0,false,90.0,2.0,1324.0,17.0,0.0,Ernice Gardonadox,true
0301_01,Earth,true,,TRAPPIST-1e,16.0,false,0.0,0.0,0.0,0.0,0.0,Margia Wriggins,false
0302_01,Earth,false,F/67/P,TRAPPIST-1e,23.0,false,0.0,0.0,15.0,0.0,1370.0,Lesley Shephendry,false
0306_01,Earth,false,E/19/S,TRAPPIST-1e,23.0,false,368.0,175.0,259.0,1.0,101.0,Dony Estevesters,false
0307_01,Earth,false,F/59/S,TRAPPIST-1e,18.0,false,0.0,0.0,1359.0,0.0,0.0,Natald Hickett,true
0309_01,Earth,false,F/60/S,TRAPPIST-1e,18.0,false,1194.0,0.0,157.0,6.0,0.0,Billya Bowerson,false
0313_01,Earth,false,F/68/P,PSO J318.5-22,60.0,false,7.0,540.0,1.0,0.0,4.0,Briney Mckinsond,true
0313_02,Earth,true,G/50/P,55 Cancri e,,false,0.0,0.0,,0.0,0.0,Jona Mckinsond,true
0313_03,Earth,false,F/68/P,55 Cancri e,49.0,false,331.0,0.0,0.0,318.0,0.0,Jaimer Mckinsond,true
0313_04,Earth,false,G/50/P,55 Cancri e,0.0,false,0.0,0.0,0.0,0.0,0.0,Hary Mckinsond,true
0314_01,Earth,false,G/51/P,55 Cancri e,26.0,false,386.0,0.0,74.0,0.0,1330.0,Kell Kochroeders,false
0320_01,Earth,false,G/44/S,TRAPPIST-1e,18.0,false,0.0,2.0,0.0,,0.0,Breney Bellarkerd,false
0320_02,Earth,false,G/44/S,TRAPPIST-1e,21.0,false,0.0,5.0,3.0,0.0,,Garley Bellarkerd,false
0322_01,Earth,true,G/45/S,PSO J318.5-22,13.0,false,0.0,0.0,0.0,0.0,0.0,Annya Blange,false
0324_01,Earth,true,G/53/P,55 Cancri e,43.0,false,0.0,0.0,0.0,0.0,0.0,Carma Hooperez,false
0326_01,Earth,true,G/47/S,TRAPPIST-1e,29.0,false,0.0,0.0,0.0,0.0,0.0,Charly Edwartizman,false
0327_01,Earth,false,,TRAPPIST-1e,19.0,false,17.0,0.0,784.0,0.0,2.0,Jasony Ocherman,true
0331_01,Earth,false,F/72/P,TRAPPIST-1e,25.0,false,0.0,0.0,251.0,0.0,552.0,Lewise Burchard,false
0336_01,Earth,false,F/74/P,TRAPPIST-1e,44.0,false,695.0,1.0,16.0,0.0,0.0,Maura Cookson,false
0338_01,Earth,true,G/48/S,TRAPPIST-1e,18.0,false,0.0,0.0,,0.0,0.0,Ireen Guerson,true
0341_01,Earth,true,G/57/P,PSO J318.5-22,5.0,false,0.0,0.0,0.0,0.0,0.0,Lorian Webstephrey,false
0343_01,Earth,false,F/76/P,PSO J318.5-22,31.0,false,121.0,0.0,0.0,274.0,907.0,Meremy Salez,false
0346_01,Earth,true,G/59/P,55 Cancri e,15.0,false,0.0,0.0,0.0,0.0,0.0,Lynney Chanan,true
0350_01,Earth,true,G/60/P,PSO J318.5-22,14.0,false,0.0,0.0,0.0,0.0,0.0,Loresa Burchanez,true
0355_01,Earth,true,,TRAPPIST-1e,18.0,false,0.0,0.0,0.0,0.0,0.0,Tricky Warrison,true
0357_01,Earth,false,F/65/S,TRAPPIST-1e,41.0,false,,1198.0,0.0,124.0,572.0,Eduard Mcleaney,false
0358_01,Earth,true,G/50/S,TRAPPIST-1e,50.0,false,0.0,0.0,0.0,0.0,0.0,Ronna Connon,true
0358_02,Earth,true,G/50/S,PSO J318.5-22,32.0,false,0.0,0.0,0.0,0.0,0.0,Dandy Connon,true
0359_01,Earth,false,F/66/S,PSO J318.5-22,26.0,false,148.0,0.0,453.0,0.0,88.0,Celine Popez,false
0360_01,Earth,false,F/67/S,TRAPPIST-1e,15.0,false,358.0,212.0,33.0,0.0,112.0,Elancy Staffersby,false
0361_01,Earth,false,F/68/S,55 Cancri e,33.0,false,0.0,36.0,0.0,280.0,417.0,Virgie Headardyer,true
0365_01,Earth,false,G/51/S,55 Cancri e,,false,0.0,0.0,0.0,685.0,21.0,Dandra Jacostaney,false
0369_01,Earth,false,G/53/S,TRAPPIST-1e,24.0,false,0.0,0.0,592.0,177.0,58.0,Veroy Pottonalden,true
0370_01,Earth,false,F/83/P,TRAPPIST-1e,30.0,false,0.0,95.0,0.0,441.0,1023.0,Tine Coffmaney,false
0372_01,Earth,false,F/85/P,TRAPPIST-1e,24.0,false,0.0,5.0,0.0,2766.0,0.0,,false
0373_01,Earth,true,G/62/P,TRAPPIST-1e,41.0,false,0.0,0.0,0.0,0.0,0.0,Billex Mcneiderson,false
0375_01,Earth,false,E/22/P,TRAPPIST-1e,20.0,false,0.0,0.0,558.0,0.0,230.0,Luzel Vincenton,false
0376_01,Earth,false,G/54/S,TRAPPIST-1e,22.0,false,116.0,0.0,786.0,6.0,0.0,Francy Spentley,true
0379_01,Earth,false,G/63/P,TRAPPIST-1e,31.0,false,198.0,0.0,591.0,0.0,164.0,Brita Moodson,true
0383_01,Earth,false,G/55/S,TRAPPIST-1e,28.0,false,82.0,773.0,0.0,3693.0,140.0,Phia Wagnerray,false
0383_02,Earth,true,G/55/S,PSO J318.5-22,34.0,false,0.0,0.0,0.0,0.0,0.0,Evane Wagnerray,false
0384_01,Earth,false,G/56/S,55 Cancri e,0.0,false,0.0,0.0,0.0,0.0,0.0,Cliney Simpsonks,true
0384_02,Earth,false,G/56/S,TRAPPIST-1e,14.0,false,3.0,0.0,881.0,25.0,0.0,Ellard Simpsonks,true
0385_01,Earth,false,G/65/P,TRAPPIST-1e,23.0,false,13.0,747.0,0.0,0.0,128.0,Tanley Klinson,false
0387_01,Earth,true,G/66/P,TRAPPIST-1e,49.0,false,0.0,0.0,0.0,0.0,0.0,Verek Merce,false
0388_01,Earth,true,G/57/S,TRAPPIST-1e,14.0,false,0.0,0.0,0.0,0.0,0.0,Fanna Sullones,false
0389_01,Earth,false,E/23/P,TRAPPIST-1e,18.0,false,391.0,44.0,356.0,0.0,0.0,Elanda Savaraldez,false
0392_01,Earth,false,E/24/P,TRAPPIST-1e,48.0,false,0.0,111.0,0.0,1508.0,0.0,Ward Carreralend,false
0396_01,Earth,true,G/59/S,TRAPPIST-1e,18.0,false,0.0,0.0,0.0,0.0,0.0,Brinez Robins,true
0405_01,Earth,false,F/89/P,55 Cancri e,17.0,false,177.0,,0.0,310.0,7.0,Denis Flowensley,false
0407_01,Earth,false,G/69/P,TRAPPIST-1e,23.0,false,,21.0,0.0,0.0,1699.0,Dandy Mirez,false
0407_02,Earth,false,F/90/P,TRAPPIST-1e,20.0,false,0.0,465.0,0.0,5.0,223.0,Luzel Mirez,false
0407_03,Earth,true,G/69/P,TRAPPIST-1e,39.0,false,0.0,0.0,0.0,0.0,0.0,Dennya Mirez,false
0410_01,Earth,false,F/72/S,55 Cancri e,21.0,false,0.0,150.0,0.0,567.0,0.0,Tyrona Roachoanand,false
0411_01,Earth,false,F/91/P,TRAPPIST-1e,16.0,false,691.0,0.0,101.0,140.0,0.0,Benny Rushorney,false
0413_01,Earth,false,F/92/P,TRAPPIST-1e,18.0,false,0.0,157.0,0.0,352.0,60.0,Elina Steinardson,false
0415_01,Earth,true,G/60/S,TRAPPIST-1e,42.0,false,0.0,0.0,0.0,0.0,0.0,Iney Pierry,false
0430_01,Earth,false,F/75/S,TRAPPIST-1e,29.0,false,0.0,1026.0,0.0,16.0,0.0,Eliana Jorden,true
0435_01,Earth,true,G/62/S,TRAPPIST-1e,17.0,false,0.0,0.0,0.0,0.0,0.0,Allie Willynnedy,true
0436_01,Earth,false,G/63/S,55 Cancri e,10.0,false,0.0,0.0,0.0,0.0,0.0,Sallyl Hodes,true
0436_02,Earth,false,G/63/S,PSO J318.5-22,56.0,false,46.0,11.0,0.0,622.0,0.0,Lilace Hodes,false
0437_01,Earth,false,F/78/S,TRAPPIST-1e,39.0,false,382.0,0.0,22.0,467.0,0.0,Lynnee Oneiles,false
0437_02,Earth,false,F/78/S,PSO J318.5-22,40.0,false,7.0,0.0,840.0,26.0,0.0,Debora Oneiles,false
0441_01,Earth,false,F/79/S,55 Cancri e,32.0,false,0.0,0.0,0.0,722.0,0.0,Loree Hahnstonsen,false
0442_01,Earth,false,F/98/P,TRAPPIST-1e,35.0,false,7.0,1043.0,0.0,0.0,0.0,Elica Armstromez,false
0445_01,Earth,false,F/80/S,TRAPPIST-1e,25.0,false,1352.0,0.0,0.0,24.0,799.0,Loria Marshopper,false
0447_01,Earth,false,F/81/S,TRAPPIST-1e,22.0,false,9.0,0.0,795.0,0.0,0.0,Ferry Mcclayton,true
0448_01,Earth,false,E/27/P,TRAPPIST-1e,24.0,false,757.0,0.0,0.0,32.0,0.0,Elara Hoppernardy,false
0448_02,Earth,true,G/71/P,PSO J318.5-22,32.0,false,0.0,0.0,0.0,0.0,0.0,,true
0449_01,Earth,true,G/64/S,TRAPPIST-1e,11.0,false,0.0,0.0,0.0,0.0,0.0,Nathy Moongton,true
0456_01,Earth,false,F/83/S,TRAPPIST-1e,55.0,false,210.0,185.0,188.0,59.0,73.0,Lulah Hinetthews,false
